Order_ID;Order_Date_Year;Order_Date_Month;Order_Date_Day;Order_Price_Total;Customer_Name;Customer_Country;Product_Name;Product_Category;Product_Order_Unit_Price;Product_Order_Quantity;Product_Order_Price_Total
11071;2009;9;9-9-2009;510.00;LILA-Supermercado;Venezuela;Konbu;Seafood;6.00;10;60.00
11072;2009;9;9-9-2009;5218.00;Ernst Handel;Austria;Chang;Beverages;19.00;8;152.00
11072;2009;9;9-9-2009;5218.00;Ernst Handel;Austria;Valkoinen suklaa;Confections;16.25;22;357.50
11072;2009;9;9-9-2009;5218.00;Ernst Handel;Austria;Wimmers gute Semmelkn�del;Grains/Cereals;33.25;130;4322.50
11072;2009;9;9-9-2009;5218.00;Ernst Handel;Austria;Jack's New England Clam Chowder;Seafood;9.65;40;386.00
11073;2009;9;9-9-2009;300.00;Pericles Comidas cl�sicas;Mexico;Guaran� Fant�stica;Beverages;4.50;20;90.00
11073;2009;9;9-9-2009;300.00;Pericles Comidas cl�sicas;Mexico;Queso Cabrales;Dairy Products;21.00;10;210.00
11067;2009;9;8-9-2009;86.85;Drachenblut Delikatessen;Germany;Jack's New England Clam Chowder;Seafood;9.65;9;86.85
11068;2009;9;8-9-2009;2384.80;Queen Cozinha;Brazil;Ipoh Coffee;Beverages;46.00;36;1656.00
11068;2009;9;8-9-2009;2384.80;Queen Cozinha;Brazil;Original Frankfurter gr�ne So�e;Condiments;13.00;28;364.00
11068;2009;9;8-9-2009;2384.80;Queen Cozinha;Brazil;R�ssle Sauerkraut;Produce;45.60;8;364.80
11069;2009;9;8-9-2009;360.00;Tortuga Restaurante;Mexico;Chartreuse verte;Beverages;18.00;20;360.00
11064;2009;9;5-9-2009;4722.30;Save-a-lot Markets;USA;Scottish Longbreads;Confections;12.50;55;687.50
11064;2009;9;5-9-2009;4722.30;Save-a-lot Markets;USA;Alice Mutton;Meat/Poultry;39.00;77;3003.00
11064;2009;9;5-9-2009;4722.30;Save-a-lot Markets;USA;Perth Pasties;Meat/Poultry;32.80;25;820.00
11064;2009;9;5-9-2009;4722.30;Save-a-lot Markets;USA;P�t� chinois;Meat/Poultry;24.00;4;96.00
11064;2009;9;5-9-2009;4722.30;Save-a-lot Markets;USA;Jack's New England Clam Chowder;Seafood;9.65;12;115.80
11065;2009;9;5-9-2009;252.56;LILA-Supermercado;Venezuela;Tourti�re;Meat/Poultry;7.45;20;149.00
11065;2009;9;5-9-2009;252.56;LILA-Supermercado;Venezuela;Nord-Ost Matjeshering;Seafood;25.89;4;103.56
11066;2009;9;5-9-2009;928.75;White Clover Markets;USA;Sasquatch Ale;Beverages;14.00;35;490.00
11066;2009;9;5-9-2009;928.75;White Clover Markets;USA;Pavlova;Confections;17.45;3;52.35
11066;2009;9;5-9-2009;928.75;White Clover Markets;USA;Teatime Chocolate Biscuits;Confections;9.20;42;386.40
11060;2009;9;4-9-2009;266.00;Franchi SpA;Italy;Original Frankfurter gr�ne So�e;Condiments;13.00;10;130.00
11060;2009;9;4-9-2009;266.00;Franchi SpA;Italy;Camembert Pierrot;Dairy Products;34.00;4;136.00
11061;2009;9;4-9-2009;510.00;Great Lakes Food Market;USA;Camembert Pierrot;Dairy Products;34.00;15;510.00
11062;2009;9;4-9-2009;508.00;Reggiani Caseifici;Italy;Outback Lager;Beverages;15.00;12;180.00
11062;2009;9;4-9-2009;508.00;Reggiani Caseifici;Italy;Perth Pasties;Meat/Poultry;32.80;10;328.00
11063;2009;9;4-9-2009;1445.50;Hungry Owl All-Night Grocers;Ireland;Sasquatch Ale;Beverages;14.00;30;420.00
11063;2009;9;4-9-2009;1445.50;Hungry Owl All-Night Grocers;Ireland;Boston Crab Meat;Seafood;18.40;40;736.00
11063;2009;9;4-9-2009;1445.50;Hungry Owl All-Night Grocers;Ireland;Jack's New England Clam Chowder;Seafood;9.65;30;289.50
11057;2009;9;3-9-2009;45.00;North/South;UK;Outback Lager;Beverages;15.00;3;45.00
11058;2009;9;3-9-2009;858.00;Blauer See Delikatessen;Germany;Sirop d'�rable;Condiments;28.50;4;114.00
11058;2009;9;3-9-2009;858.00;Blauer See Delikatessen;Germany;Sir Rodney's Scones;Confections;10.00;3;30.00
11058;2009;9;3-9-2009;858.00;Blauer See Delikatessen;Germany;Camembert Pierrot;Dairy Products;34.00;21;714.00
11059;2009;9;3-9-2009;1838.00;Ricardo Adocicados;Brazil;Camembert Pierrot;Dairy Products;34.00;35;1190.00
11059;2009;9;3-9-2009;1838.00;Ricardo Adocicados;Brazil;Alice Mutton;Meat/Poultry;39.00;12;468.00
11059;2009;9;3-9-2009;1838.00;Ricardo Adocicados;Brazil;Konbu;Seafood;6.00;30;180.00
11054;2009;9;2-9-2009;305.00;Cactus Comidas para llevar;Argentina;Laughing Lumberjack Lager;Beverages;14.00;20;280.00
11054;2009;9;2-9-2009;305.00;Cactus Comidas para llevar;Argentina;Geitost;Dairy Products;2.50;10;25.00
11055;2009;9;2-9-2009;1727.50;HILARI�N-Abastos;Venezuela;Guaran� Fant�stica;Beverages;4.50;15;67.50
11055;2009;9;2-9-2009;1727.50;HILARI�N-Abastos;Venezuela;NuNuCa Nu�-Nougat-Creme;Confections;14.00;15;210.00
11055;2009;9;2-9-2009;1727.50;HILARI�N-Abastos;Venezuela;Ravioli Angelo;Grains/Cereals;19.50;20;390.00
11055;2009;9;2-9-2009;1727.50;HILARI�N-Abastos;Venezuela;Manjimup Dried Apples;Produce;53.00;20;1060.00
11056;2009;9;2-9-2009;3740.00;Eastern Connection;UK;Camembert Pierrot;Dairy Products;34.00;50;1700.00
11056;2009;9;2-9-2009;3740.00;Eastern Connection;UK;P�t� chinois;Meat/Poultry;24.00;35;840.00
11056;2009;9;2-9-2009;3740.00;Eastern Connection;UK;Uncle Bob's Organic Dried Pears;Produce;30.00;40;1200.00
11050;2009;9;1-9-2009;900.00;Folk och f� HB;Sweden;Lakkalik��ri;Beverages;18.00;50;900.00
11051;2009;9;1-9-2009;45.00;La maison d'Asie;France;Guaran� Fant�stica;Beverages;4.50;10;45.00
11052;2009;9;1-9-2009;1665.00;Hanari Carnes;Brazil;Ipoh Coffee;Beverages;46.00;30;1380.00
11052;2009;9;1-9-2009;1665.00;Hanari Carnes;Brazil;Sirop d'�rable;Condiments;28.50;10;285.00
11053;2009;9;1-9-2009;3658.75;Piccolo und mehr;Austria;Mascarpone Fabioli;Dairy Products;32.00;20;640.00
11053;2009;9;1-9-2009;3658.75;Piccolo und mehr;Austria;Wimmers gute Semmelkn�del;Grains/Cereals;33.25;25;831.25
11053;2009;9;1-9-2009;3658.75;Piccolo und mehr;Austria;Carnarvon Tigers;Seafood;62.50;35;2187.50
11047;2009;8;29-8-2009;1090.50;Eastern Connection;UK;Chai;Beverages;18.00;25;450.00
11047;2009;8;29-8-2009;1090.50;Eastern Connection;UK;Chef Anton's Gumbo Mix;Condiments;21.35;30;640.50
11048;2009;8;29-8-2009;525.00;Bottom-Dollar Markets;Canada;Scottish Longbreads;Confections;12.50;42;525.00
11049;2009;8;29-8-2009;342.00;Gourmet Lanchonetes;Brazil;Chang;Beverages;19.00;10;190.00
11049;2009;8;29-8-2009;342.00;Gourmet Lanchonetes;Brazil;Queso Manchego La Pastora;Dairy Products;38.00;4;152.00
11044;2009;8;28-8-2009;591.60;Wolski  Zajazd;Poland;Tarte au sucre;Confections;49.30;12;591.60
11045;2009;8;28-8-2009;1309.50;Bottom-Dollar Markets;Canada;Geitost;Dairy Products;2.50;15;37.50
11045;2009;8;28-8-2009;1309.50;Bottom-Dollar Markets;Canada;Manjimup Dried Apples;Produce;53.00;24;1272.00
11046;2009;8;28-8-2009;1564.00;Die Wandernde Kuh;Germany;Steeleye Stout;Beverages;18.00;18;324.00
11046;2009;8;28-8-2009;1564.00;Die Wandernde Kuh;Germany;Queso Manchego La Pastora;Dairy Products;38.00;20;760.00
11046;2009;8;28-8-2009;1564.00;Die Wandernde Kuh;Germany;Mascarpone Fabioli;Dairy Products;32.00;15;480.00
11040;2009;8;27-8-2009;200.00;Great Lakes Food Market;USA;Sir Rodney's Scones;Confections;10.00;20;200.00
11041;2009;8;27-8-2009;1887.00;Chop-suey Chinese;Switzerland;Chang;Beverages;19.00;30;570.00
11041;2009;8;27-8-2009;1887.00;Chop-suey Chinese;Switzerland;Vegie-spread;Condiments;43.90;30;1317.00
11042;2009;8;27-8-2009;405.75;Com�rcio Mineiro;Brazil;Gula Malacca;Condiments;19.45;15;291.75
11042;2009;8;27-8-2009;405.75;Com�rcio Mineiro;Brazil;Sirop d'�rable;Condiments;28.50;4;114.00
11043;2009;8;27-8-2009;210.00;Sp�cialit�s du monde;France;Queso Cabrales;Dairy Products;21.00;10;210.00
11037;2009;8;26-8-2009;60.00;Godos Cocina T�pica;Spain;Outback Lager;Beverages;15.00;4;60.00
11038;2009;8;26-8-2009;751.00;Supr�mes d�lices;Belgium;Fl�temysost;Dairy Products;21.50;30;645.00
11038;2009;8;26-8-2009;751.00;Supr�mes d�lices;Belgium;Filo Mix;Grains/Cereals;7.00;2;14.00
11038;2009;8;26-8-2009;751.00;Supr�mes d�lices;Belgium;Boston Crab Meat;Seafood;18.40;5;92.00
11039;2009;8;26-8-2009;3090.00;LINO-Delicateses;Venezuela;Steeleye Stout;Beverages;18.00;24;432.00
11039;2009;8;26-8-2009;3090.00;LINO-Delicateses;Venezuela;Maxilaku;Confections;20.00;60;1200.00
11039;2009;8;26-8-2009;3090.00;LINO-Delicateses;Venezuela;Ravioli Angelo;Grains/Cereals;19.50;28;546.00
11039;2009;8;26-8-2009;3090.00;LINO-Delicateses;Venezuela;R�ssle Sauerkraut;Produce;45.60;20;912.00
11034;2009;8;25-8-2009;554.40;Old World Delicatessen;USA;Gula Malacca;Condiments;19.45;12;233.40
11034;2009;8;25-8-2009;554.40;Old World Delicatessen;USA;Sirop d'�rable;Condiments;28.50;6;171.00
11034;2009;8;25-8-2009;554.40;Old World Delicatessen;USA;Sir Rodney's Scones;Confections;10.00;15;150.00
11035;2009;8;25-8-2009;1754.50;Supr�mes d�lices;Belgium;Chai;Beverages;18.00;10;180.00
11035;2009;8;25-8-2009;1754.50;Supr�mes d�lices;Belgium;Steeleye Stout;Beverages;18.00;60;1080.00
11035;2009;8;25-8-2009;1754.50;Supr�mes d�lices;Belgium;Singaporean Hokkien Fried Mee;Grains/Cereals;14.00;30;420.00
11035;2009;8;25-8-2009;1754.50;Supr�mes d�lices;Belgium;Tourti�re;Meat/Poultry;7.45;10;74.50
11036;2009;8;25-8-2009;1692.00;Drachenblut Delikatessen;Germany;Raclette Courdavault;Dairy Products;55.00;30;1650.00
11036;2009;8;25-8-2009;1692.00;Drachenblut Delikatessen;Germany;Konbu;Seafood;6.00;7;42.00
11030;2009;8;22-8-2009;16321.90;Save-a-lot Markets;USA;Chang;Beverages;19.00;100;1900.00
11030;2009;8;22-8-2009;16321.90;Save-a-lot Markets;USA;Chef Anton's Gumbo Mix;Condiments;21.35;70;1494.50
11030;2009;8;22-8-2009;16321.90;Save-a-lot Markets;USA;Raclette Courdavault;Dairy Products;55.00;100;5500.00
11030;2009;8;22-8-2009;16321.90;Save-a-lot Markets;USA;Th�ringer Rostbratwurst;Meat/Poultry;123.79;60;7427.40
11031;2009;8;22-8-2009;2393.50;Save-a-lot Markets;USA;Chai;Beverages;18.00;45;810.00
11031;2009;8;22-8-2009;2393.50;Save-a-lot Markets;USA;Guaran� Fant�stica;Beverages;4.50;21;94.50
11031;2009;8;22-8-2009;2393.50;Save-a-lot Markets;USA;Fl�temysost;Dairy Products;21.50;16;344.00
11031;2009;8;22-8-2009;2393.50;Save-a-lot Markets;USA;Wimmers gute Semmelkn�del;Grains/Cereals;33.25;20;665.00
11031;2009;8;22-8-2009;2393.50;Save-a-lot Markets;USA;Konbu;Seafood;6.00;80;480.00
11032;2009;8;22-8-2009;8902.50;White Clover Markets;USA;C�te de Blaye;Beverages;263.50;25;6587.50
11032;2009;8;22-8-2009;8902.50;White Clover Markets;USA;Raclette Courdavault;Dairy Products;55.00;30;1650.00
11032;2009;8;22-8-2009;8902.50;White Clover Markets;USA;Inlagd Sill;Seafood;19.00;35;665.00
11033;2009;8;22-8-2009;3592.00;Richter Supermarkt;Switzerland;Gudbrandsdalsost;Dairy Products;36.00;36;1296.00
11033;2009;8;22-8-2009;3592.00;Richter Supermarkt;Switzerland;Perth Pasties;Meat/Poultry;32.80;70;2296.00
11027;2009;8;21-8-2009;1170.30;Bottom-Dollar Markets;Canada;Guaran� Fant�stica;Beverages;4.50;30;135.00
11027;2009;8;21-8-2009;1170.30;Bottom-Dollar Markets;Canada;Tarte au sucre;Confections;49.30;21;1035.30
11028;2009;8;21-8-2009;2160.00;K�niglich Essen;Germany;Raclette Courdavault;Dairy Products;55.00;24;1320.00
11028;2009;8;21-8-2009;2160.00;K�niglich Essen;Germany;P�t� chinois;Meat/Poultry;24.00;35;840.00
11029;2009;8;21-8-2009;1286.80;Chop-suey Chinese;Switzerland;Vegie-spread;Condiments;43.90;12;526.80
11029;2009;8;21-8-2009;1286.80;Chop-suey Chinese;Switzerland;Gnocchi di nonna Alice;Grains/Cereals;38.00;20;760.00
11024;2009;8;20-8-2009;1966.81;Eastern Connection;UK;Louisiana Fiery Hot Pepper Sauce;Condiments;21.05;21;442.05
11024;2009;8;20-8-2009;1966.81;Eastern Connection;UK;Gumb�r Gummib�rchen;Confections;31.23;12;374.76
11024;2009;8;20-8-2009;1966.81;Eastern Connection;UK;Geitost;Dairy Products;2.50;30;75.00
11024;2009;8;20-8-2009;1966.81;Eastern Connection;UK;Fl�temysost;Dairy Products;21.50;50;1075.00
11025;2009;8;20-8-2009;300.00;Wartian Herkku;Finland;Chai;Beverages;18.00;10;180.00
11025;2009;8;20-8-2009;300.00;Wartian Herkku;Finland;Konbu;Seafood;6.00;20;120.00
11026;2009;8;20-8-2009;1030.00;Franchi SpA;Italy;Manjimup Dried Apples;Produce;53.00;10;530.00
11026;2009;8;20-8-2009;1030.00;Franchi SpA;Italy;Carnarvon Tigers;Seafood;62.50;8;500.00
11020;2009;8;19-8-2009;744.00;Ottilies K�seladen;Germany;Ikura;Seafood;31.00;24;744.00
11021;2009;8;19-8-2009;6941.49;QUICK-Stop;Germany;Chang;Beverages;19.00;11;209.00
11021;2009;8;19-8-2009;6941.49;QUICK-Stop;Germany;Sir Rodney's Marmalade;Confections;81.00;15;1215.00
11021;2009;8;19-8-2009;6941.49;QUICK-Stop;Germany;Gumb�r Gummib�rchen;Confections;31.23;63;1967.49
11021;2009;8;19-8-2009;6941.49;QUICK-Stop;Germany;Mozzarella di Giovanni;Dairy Products;34.80;35;1218.00
11021;2009;8;19-8-2009;6941.49;QUICK-Stop;Germany;Manjimup Dried Apples;Produce;53.00;44;2332.00
11022;2009;8;19-8-2009;1402.00;Hanari Carnes;Brazil;Teatime Chocolate Biscuits;Confections;9.20;35;322.00
11022;2009;8;19-8-2009;1402.00;Hanari Carnes;Brazil;Gudbrandsdalsost;Dairy Products;36.00;30;1080.00
11023;2009;8;19-8-2009;1500.00;B's Beverages;UK;Ipoh Coffee;Beverages;46.00;30;1380.00
11023;2009;8;19-8-2009;1500.00;B's Beverages;UK;Uncle Bob's Organic Dried Pears;Produce;30.00;4;120.00
11017;2009;8;18-8-2009;6750.00;Ernst Handel;Austria;Outback Lager;Beverages;15.00;30;450.00
11017;2009;8;18-8-2009;6750.00;Ernst Handel;Austria;Aniseed Syrup;Condiments;10.00;25;250.00
11017;2009;8;18-8-2009;6750.00;Ernst Handel;Austria;Raclette Courdavault;Dairy Products;55.00;110;6050.00
11018;2009;8;18-8-2009;1575.00;Lonesome Pine Restaurant;USA;Queso Manchego La Pastora;Dairy Products;38.00;20;760.00
11018;2009;8;18-8-2009;1575.00;Lonesome Pine Restaurant;USA;Gnocchi di nonna Alice;Grains/Cereals;38.00;5;190.00
11018;2009;8;18-8-2009;1575.00;Lonesome Pine Restaurant;USA;Carnarvon Tigers;Seafood;62.50;10;625.00
11019;2009;8;18-8-2009;76.00;Rancho grande;Argentina;Maxilaku;Confections;20.00;2;40.00
11019;2009;8;18-8-2009;76.00;Rancho grande;Argentina;Spegesild;Seafood;12.00;3;36.00
11014;2009;8;15-8-2009;270.20;LINO-Delicateses;Venezuela;Jack's New England Clam Chowder;Seafood;9.65;28;270.20
11015;2009;8;15-8-2009;622.35;Sant� Gourmet;Norway;Original Frankfurter gr�ne So�e;Condiments;13.00;18;234.00
11015;2009;8;15-8-2009;622.35;Sant� Gourmet;Norway;Nord-Ost Matjeshering;Seafood;25.89;15;388.35
11016;2009;8;15-8-2009;491.50;Around the Horn;UK;Gorgonzola Telino;Dairy Products;12.50;15;187.50
11016;2009;8;15-8-2009;491.50;Around the Horn;UK;Inlagd Sill;Seafood;19.00;16;304.00
11010;2009;8;14-8-2009;645.00;Reggiani Caseifici;Italy;Guaran� Fant�stica;Beverages;4.50;10;45.00
11010;2009;8;14-8-2009;645.00;Reggiani Caseifici;Italy;Uncle Bob's Organic Dried Pears;Produce;30.00;20;600.00
11011;2009;8;14-8-2009;960.00;Alfreds Futterkiste;Germany;Fl�temysost;Dairy Products;21.50;20;430.00
11011;2009;8;14-8-2009;960.00;Alfreds Futterkiste;Germany;Escargots de Bourgogne;Seafood;13.25;40;530.00
11012;2009;8;14-8-2009;2974.00;Frankenversand;Germany;Teatime Chocolate Biscuits;Confections;9.20;50;460.00
11012;2009;8;14-8-2009;2974.00;Frankenversand;Germany;Camembert Pierrot;Dairy Products;34.00;36;1224.00
11012;2009;8;14-8-2009;2974.00;Frankenversand;Germany;Fl�temysost;Dairy Products;21.50;60;1290.00
11013;2009;8;14-8-2009;361.00;Romero y tomillo;Spain;Scottish Longbreads;Confections;12.50;2;25.00
11013;2009;8;14-8-2009;361.00;Romero y tomillo;Spain;Tunnbr�d;Grains/Cereals;9.00;10;90.00
11013;2009;8;14-8-2009;361.00;Romero y tomillo;Spain;Singaporean Hokkien Fried Mee;Grains/Cereals;14.00;4;56.00
11013;2009;8;14-8-2009;361.00;Romero y tomillo;Spain;R�gede sild;Seafood;9.50;20;190.00
11007;2009;8;13-8-2009;2633.90;Princesa Isabel Vinhos;Portugal;Northwoods Cranberry Sauce;Condiments;40.00;30;1200.00
11007;2009;8;13-8-2009;2633.90;Princesa Isabel Vinhos;Portugal;Singaporean Hokkien Fried Mee;Grains/Cereals;14.00;14;196.00
11007;2009;8;13-8-2009;2633.90;Princesa Isabel Vinhos;Portugal;Th�ringer Rostbratwurst;Meat/Poultry;123.79;10;1237.90
11008;2009;8;13-8-2009;4903.50;Ernst Handel;Austria;Sasquatch Ale;Beverages;14.00;90;1260.00
11008;2009;8;13-8-2009;4903.50;Ernst Handel;Austria;Fl�temysost;Dairy Products;21.50;21;451.50
11008;2009;8;13-8-2009;4903.50;Ernst Handel;Austria;R�ssle Sauerkraut;Produce;45.60;70;3192.00
11009;2009;8;13-8-2009;702.00;Godos Cocina T�pica;Spain;Guaran� Fant�stica;Beverages;4.50;12;54.00
11009;2009;8;13-8-2009;702.00;Godos Cocina T�pica;Spain;Camembert Pierrot;Dairy Products;34.00;9;306.00
11009;2009;8;13-8-2009;702.00;Godos Cocina T�pica;Spain;Inlagd Sill;Seafood;19.00;18;342.00
11004;2009;8;12-8-2009;295.38;Maison Dewey;Belgium;Lakkalik��ri;Beverages;18.00;6;108.00
11004;2009;8;12-8-2009;295.38;Maison Dewey;Belgium;Gumb�r Gummib�rchen;Confections;31.23;6;187.38
11005;2009;8;12-8-2009;586.00;Wilman Kala;Finland;Chai;Beverages;18.00;2;36.00
11005;2009;8;12-8-2009;586.00;Wilman Kala;Finland;Raclette Courdavault;Dairy Products;55.00;10;550.00
11006;2009;8;12-8-2009;391.58;Great Lakes Food Market;USA;Chai;Beverages;18.00;8;144.00
11006;2009;8;12-8-2009;391.58;Great Lakes Food Market;USA;Th�ringer Rostbratwurst;Meat/Poultry;123.79;2;247.58
11000;2009;8;11-8-2009;1075.00;Rattlesnake Canyon Grocery;USA;Guaran� Fant�stica;Beverages;4.50;30;135.00
11000;2009;8;11-8-2009;1075.00;Rattlesnake Canyon Grocery;USA;Chef Anton's Cajun Seasoning;Condiments;22.00;25;550.00
11000;2009;8;11-8-2009;1075.00;Rattlesnake Canyon Grocery;USA;Original Frankfurter gr�ne So�e;Condiments;13.00;30;390.00
11001;2009;8;11-8-2009;2769.00;Folk och f� HB;Sweden;Gustaf's Kn�ckebr�d;Grains/Cereals;21.00;25;525.00
11001;2009;8;11-8-2009;2769.00;Folk och f� HB;Sweden;P�t� chinois;Meat/Poultry;24.00;6;144.00
11001;2009;8;11-8-2009;2769.00;Folk och f� HB;Sweden;Uncle Bob's Organic Dried Pears;Produce;30.00;60;1800.00
11001;2009;8;11-8-2009;2769.00;Folk och f� HB;Sweden;Spegesild;Seafood;12.00;25;300.00
11002;2009;8;11-8-2009;1902.00;Save-a-lot Markets;USA;Steeleye Stout;Beverages;18.00;15;270.00
11002;2009;8;11-8-2009;1902.00;Save-a-lot Markets;USA;Singaporean Hokkien Fried Mee;Grains/Cereals;14.00;24;336.00
11002;2009;8;11-8-2009;1902.00;Save-a-lot Markets;USA;P�t� chinois;Meat/Poultry;24.00;40;960.00
11002;2009;8;11-8-2009;1902.00;Save-a-lot Markets;USA;Konbu;Seafood;6.00;56;336.00
11003;2009;8;11-8-2009;326.00;The Cracker Box;USA;Chai;Beverages;18.00;4;72.00
11003;2009;8;11-8-2009;326.00;The Cracker Box;USA;Filo Mix;Grains/Cereals;7.00;10;70.00
11003;2009;8;11-8-2009;326.00;The Cracker Box;USA;Boston Crab Meat;Seafood;18.40;10;184.00
10997;2009;8;8-8-2009;1980.00;LILA-Supermercado;Venezuela;Mascarpone Fabioli;Dairy Products;32.00;50;1600.00
10997;2009;8;8-8-2009;1980.00;LILA-Supermercado;Venezuela;Filo Mix;Grains/Cereals;7.00;20;140.00
10997;2009;8;8-8-2009;1980.00;LILA-Supermercado;Venezuela;Spegesild;Seafood;12.00;20;240.00
10998;2009;8;8-8-2009;686.00;Wolski  Zajazd;Poland;Guaran� Fant�stica;Beverages;4.50;12;54.00
10998;2009;8;8-8-2009;686.00;Wolski  Zajazd;Poland;Rh�nbr�u Klosterbier;Beverages;7.75;30;232.50
10998;2009;8;8-8-2009;686.00;Wolski  Zajazd;Poland;Sirop d'�rable;Condiments;28.50;7;199.50
10998;2009;8;8-8-2009;686.00;Wolski  Zajazd;Poland;Longlife Tofu;Produce;10.00;20;200.00
10999;2009;8;8-8-2009;1261.00;Ottilies K�seladen;Germany;Original Frankfurter gr�ne So�e;Condiments;13.00;21;273.00
10999;2009;8;8-8-2009;1261.00;Ottilies K�seladen;Germany;Manjimup Dried Apples;Produce;53.00;15;795.00
10999;2009;8;8-8-2009;1261.00;Ottilies K�seladen;Germany;Jack's New England Clam Chowder;Seafood;9.65;20;193.00
